job_id,volume,mode,IOpattern,IOsize,nodes,ioi_bw
5291,1,0,4096000000,uncl,seq,0.0,102400.0,273066666.6666666
5291,1,0,6634340352,uncl,str,0.0,1048576.0,331717017.6
5291,1,0,35093741568,uncl,str,0.0,1048576.0,877343539.2
5291,1,0,7864320000,uncl,seq,0.0,10485760.0,786432000.0
5291,1,0,4110417920,uncl,uncl,0.0,10485760.0,411041792.0
5291,1,0,23016243200,uncl,seq,0.0,10485760.0,920649728.0
5291,1,0,6427770880,uncl,seq,0.0,10485760.0,428518058.6666666
5291,1,0,0,uncl,uncl,0.0,0.0,0.0
5292,1,0,0,uncl,uncl,0.0,0.0,0.0
5292,1,35403071488,0,seq,uncl,1048576.0,0.0,1770153574.4
5292,1,17275291676,0,str,uncl,5230182.160460188,0.0,3455058335.2
5292,1,177382359040,0,str,uncl,5242880.0,0.0,7095294361.6
5292,1,15057552608,0,str,uncl,5228316.877777778,0.0,3011510521.6
5292,1,24106763180,0,seq,uncl,10449398.864325965,0.0,4821352636.0
5292,1,17836277864,0,seq,uncl,10436675.16910474,0.0,3567255572.8
5292,1,0,37771804672,uncl,str,0.0,1048576.0,1079194419.2
5292,1,0,39898316800,uncl,seq,0.0,10485760.0,1329943893.3333335
5292,1,0,0,uncl,uncl,0.0,0.0,0.0
5293,1,0,0,uncl,uncl,0.0,0.0,0.0
5293,1,2856323420,0,seq,uncl,1045506.3762811128,0.0,571264684.0
5293,1,20971523316,0,str,uncl,5221992.8575697215,0.0,4194304663.2
5293,1,41943041044,0,seq,uncl,10443984.32370518,0.0,8388608208.8
5293,1,0,3981209600,uncl,seq,0.0,102400.0,398120960.0
5293,1,0,1428160512,uncl,str,0.0,1048576.0,285632102.4
5293,1,0,1897922560,uncl,seq,0.0,10485760.0,379584512.0
5293,1,0,4739563520,uncl,seq,0.0,10485760.0,947912704.0
5293,1,0,5735710720,uncl,seq,0.0,10485760.0,573571072.0
5293,1,0,24683479040,uncl,seq,0.0,10485760.0,1234173952.0
5293,1,0,3837788160,uncl,seq,0.0,10485760.0,767557632.0
5293,1,0,0,uncl,uncl,0.0,0.0,0.0
5294,1,0,0,uncl,uncl,0.0,0.0,0.0
5294,1,4026534236,0,seq,uncl,1046396.630977131,0.0,805306847.2
5294,1,15560869908,0,str,uncl,5228786.931451613,0.0,3112173981.6
5294,1,5410653408,0,str,uncl,5202551.353846154,0.0,1082130681.6
5294,1,35934700460,0,seq,uncl,10461339.289665211,0.0,7186940092.0
5294,1,6008340584,0,seq,uncl,10341377.941480206,0.0,1201668116.8
5294,1,0,4194304000,uncl,str,0.0,1048576.0,419430400.0
5294,1,0,4445962240,uncl,seq,0.0,10485760.0,889192448.0
5294,1,0,34288435200,uncl,seq,0.0,10485760.0,1371537408.0
5294,1,0,3208642560,uncl,seq,0.0,10485760.0,641728512.0
5294,1,0,0,uncl,uncl,0.0,0.0,0.0
5295,1,0,0,uncl,uncl,0.0,0.0,0.0
5295,1,3934259548,0,seq,uncl,1046345.6244680851,0.0,112407415.65714285
5295,1,2453669908,0,str,uncl,5154768.714285715,0.0,490733981.6
5295,1,17091789424,0,str,uncl,5236455.093137255,0.0,854589471.2
5295,1,1426063984,0,str,uncl,5166898.492753623,0.0,285212796.8
5295,1,1551892715,0,seq,uncl,10345951.433333334,0.0,310378543.0
5295,1,40391148329,0,seq,uncl,10447787.979565442,0.0,4039114832.9
5295,1,0,3053772800,uncl,seq,0.0,102400.0,610754560.0
5295,1,0,1042227200,uncl,seq,0.0,102400.0,208445440.0
5295,1,0,0,uncl,uncl,0.0,0.0,0.0
5295,1,0,2500853760,uncl,str,0.0,1048576.0,500170752.0
5295,1,0,3439329280,uncl,seq,0.0,10485760.0,687865856.0
5295,1,0,3061841920,uncl,seq,0.0,10485760.0,612368384.0
5295,1,0,8252293120,uncl,seq,0.0,10485760.0,825229312.0
5295,1,0,13369344000,uncl,seq,0.0,10485760.0,1336934400.0
5295,1,0,12152995840,uncl,seq,0.0,10485760.0,810199722.6666667
5295,1,0,1667235840,uncl,seq,0.0,10485760.0,333447168.0
5295,1,0,0,uncl,uncl,0.0,0.0,0.0
5296,1,4194309632,0,seq,uncl,1044399.8087649402,0.0,104857740.8
5296,1,1415578634,0,str,uncl,5166345.379562044,0.0,283115726.8
5296,1,19555944682,0,str,uncl,5226067.525921967,0.0,782237787.28
5296,1,13914604016,0,seq,uncl,10438562.652663166,0.0,2782920803.2
5296,1,21076378096,0,seq,uncl,10454552.626984127,0.0,4215275619.2
5296,1,6952058932,0,seq,uncl,10422876.95952024,0.0,1390411786.4
5296,1,0,4095897600,uncl,seq,0.0,102400.0,819179520.0
5296,1,0,3488612352,uncl,str,0.0,1048576.0,232574156.8
5296,1,0,6207569920,uncl,seq,0.0,10485760.0,310378496.0
5296,1,0,31876710400,uncl,seq,0.0,10485760.0,1062557013.3333334
5296,1,0,3858759680,uncl,seq,0.0,10485760.0,385875968.0
5296,1,0,0,uncl,uncl,0.0,0.0,0.0
3912,1,0,6,uncl,uncl,0.0,6.0,1.2
3912,1,23386773196,0,seq,uncl,5823399.700199204,0.0,4677354639.2
3912,1,13175870576,0,seq,uncl,15836382.903846154,0.0,2635174115.2
3912,1,2670042802,0,seq,uncl,15523504.662790697,0.0,534008560.4
3912,1,12916577027,0,seq,uncl,15829138.513480391,0.0,2583315405.4
3912,1,2929336351,0,seq,uncl,15581576.335106382,0.0,585867270.2
3912,1,15845913378,0,seq,uncl,15782782.249003984,0.0,3169182675.6
3912,1,13242856069,0,seq,uncl,15840736.92464115,0.0,2648571213.8
3912,1,2610618637,0,seq,uncl,1550248.5967933491,0.0,522123727.4
3912,1,0,0,uncl,uncl,0.0,0.0,0.0
